plot,spp,dbh_in,dbh_cm,percent_canopy,decay_class,field_height_m,field_height_ft,o1,o2,o_dist_m,broken,dead
1,TSHE,14.9,38.0,0,3,,,-9,77,5,1,1
1,TSHE,8.7,22.0,0,5,3.048,10,,,,1,1
1,TSME,7.3,18.5,0,5,,,-20,11,5,1,1
1,TSHE,6.8,17.3,100,,,,,,,,
1,TSHE,6.5,16.6,0,5,,,-17,5,5,1,1
1,TSHE,5.6,14.3,80,,,,,,,,
1,TSME,5.5,13.9,0,2,,,-12,50,5,1,1
1,TSME,5.0,12.7,85,,,,,,,,
1,TSHE,4.7,12.0,0,1,,,-34,87,5,1,1
1,TSME,4.5,11.5,85,,,,,,,,
1,TSME,4.3,11.0,80,,,,,,,,
1,TSME,4.1,10.3,0,4,,,-33,42,5,1,1
1,TSME,3.2,8.3,70,,,,,,,,
1,TSHE,2.4,6.0,75,,,,,,,,
1,TSME,1.8,4.5,85,,,,,,,,
1,TSME,1.6,4.0,65,,,,,,,,
1,TSME,1.5,3.7,0,2,,,,,,,1
1,TSHE,1.4,3.6,30,,,,,,,,
1,TSHE,1.2,3.1,65,,,,,,,,
1,TSHE,1.1,2.9,60,,,,,,,,
1,TSHE,1.1,2.8,0,2,,,,,,,1
1,TSHE,1.0,2.5,0,2,,,-12,16,5,1,1
1,TSME,0.8,2.1,0,2,,,-13,25,5,1,1
1,TSHE,0.6,1.7,45,,,,,,,,
1,TSHE,0.3,0.9,0,4,,,-18,7,5,1,1
1,TSHE,0.3,0.8,0,2,,,,,,,1
1,TSME,0.2,0.6,50,,,,,,,,
2,PISI,46.0,116.8,100,,,,,,,,
2,PISI,35.4,89.8,90,,,,,,,,
2,PISI,32.1,81.6,100,,,,,,,,
2,TSHE,30.0,76.3,100,,,,,,,,
2,PISI,27.2,69.0,0,2,,,,,,,1
2,TSHE,23.7,60.2,90,,,,,,,,
2,TSHE,21.1,53.5,90,,,,,,,,
2,TSHE,19.0,48.2,0,2,3.453215483,11.33,,,,1,1
2,TSHE,14.8,37.6,100,,,,,,,,
2,TSHE,14.6,37.0,90,,,,,,,,
2,PISI,13.3,33.7,70,,,,,,,,
2,TSHE,12.1,30.8,85,,,,,,,,
2,TSHE,11.8,30.0,90,,,,,,,,
2,TSHE,11.8,29.9,90,,,,,,,,
2,TSHE,11.7,29.6,0,4,2.0064984,6.583,,,,1,1
2,TSHE,10.7,27.3,90,,,,,,,,
2,TSHE,10.6,27.0,80,,,,,,,,
2,TSHE,10.2,25.9,0,1,,,-12,81,5,1,1
2,TSHE,10.0,25.3,100,,,,,,,,
2,TSHE,8.5,21.6,85,,,,,,,,
2,TSHE,8.5,21.5,100,,,,,,,,
2,TSHE,7.5,19.0,90,,,,,,,,
2,TSHE,7.1,18.1,0,3,,,-17,30,5,1,1
2,TSHE,7.1,18.0,100,,,,,,,,
2,TSHE,6.5,16.4,75,,,,,,,,
2,TSHE,5.5,14.0,70,,,,,,,,
2,TSHE,5.4,13.8,90,,,,,,,,
2,TSHE,5.4,13.7,0,4,,,-30,51,5,1,1
2,TSHE,5.1,13.0,0,2,,,,,,,1
2,TSHE,4.6,11.8,100,,,,,,,,
2,TSHE,3.9,9.9,0,2,,,,,,,1
2,TSHE,3.9,9.9,90,,,,,,,,
2,TSHE,3.8,9.6,85,,,,,,,,
2,TSHE,3.4,8.6,0,4,,,,,,,1
2,TSHE,3.3,8.3,0,3,3.453215483,11.33,,,,1,1
2,TSHE,3.1,8.0,0,3,,,,,,,1
2,TSHE,3.1,7.8,0,2,,,,,,,1
2,TSHE,3.0,7.6,0,3,,,-8,56,5,1,1
2,TSHE,3.0,7.5,0,3,1.6764,5.5,,,,1,1
2,TSHE,2.7,6.9,0,2,,,,,,,1
2,TSHE,2.4,6.2,0,3,,,,,,,1
2,TSHE,2.2,5.6,0,3,,,,,,,1
2,TSHE,2.2,5.5,0,4,1.8797016,6.167,,,,1,1
2,TSHE,2.2,5.5,0,missing,,,,,,,1
2,TSHE,2.0,5.0,0,3,2,6.562,,,,1,1
3,TSHE,27.1,68.8,0,missing,,,,,,,1
3,TSHE,23.5,59.8,0,2,,,-20,29,5,1,1
3,TSHE,21.4,54.3,80,,,,,,,,
3,TSHE,21.4,54.3,100,,,,,,,,
3,PISI,20.4,51.8,100,,,,,,,,
3,TSHE,19.9,50.5,80,,,,,,,,
3,TSHE,18.4,46.7,0,2,,,,,,,1
3,TSHE,18.3,46.5,80,,,,,,,,
3,PISI,17.0,43.3,80,,,,,,,,
3,TSHE,16.8,42.6,75,,,,,,,,
3,TSHE,16.7,42.5,95,,,,,,,,
3,TSHE,15.9,40.3,0,3,,,-6,38,5,1,1
3,TSHE,14.6,37.2,0,4,2.4384,8,,,,1,1
3,TSHE,13.7,34.8,0,3,,,,,,,1
3,TSHE,13.7,34.7,90,,,,,,,,
3,TSHE,13.5,34.3,95,,,,,,,,
3,TSHE,11.6,29.5,50,,,,,,,,
3,TSHE,10.9,27.7,80,,,,,,,,
3,TSHE,10.8,27.5,80,,,,,,,,
3,TSHE,10.7,27.2,90,,,,,,,,
3,TSHE,10.6,26.9,0,4,1.6764,5.5,,,,1,1
3,TSHE,9.2,23.4,0,3,,,-12,20,5,1,1
3,TSHE,9.0,22.8,80,,,,,,,,
3,TSHE,8.1,20.5,0,2,,,-9,66,5,1,1
3,TSHE,7.5,19.0,0,3,2.4384,8,,,,1,1
3,TSHE,6.8,17.3,90,,,,,,,,
3,TSHE,6.7,16.9,0,4,,,,,,,1
3,PISI,5.9,15.0,75,,,,,,,,
3,PISI,5.3,13.4,0,2,3.048,10,,,,1,1
3,TSHE,4.4,11.3,60,,,,,,,,
3,TSHE,4.3,10.9,0,missing,,,,,,,1
3,PISI,4.1,10.5,70,,,,,,,,
3,TSHE,4.1,10.4,50,,,,,,,,
3,TSHE,4.1,10.3,0,1,,,,,,,1
3,TSHE,3.2,8.2,0,3,,,,,,,1
3,TSHE,2.7,6.9,40,,,,,,,,
3,TSHE,2.6,6.6,0,missing,,,,,,,1
3,TSHE,2.5,6.4,0,1,,,,,,,1
3,TSHE,2.4,6.0,0,missing,,,,,,,1
3,TSHE,2.1,5.4,0,missing,,,,,,,1
3,TSHE,2.0,5.0,0,1,,,,,,,1
3,TSHE,2.0,5.0,90,,,,,,,,
3,TSHE,1.8,4.5,0,missing,,,,,,,1
3,TSHE,1.5,3.9,0,1,,,,,,,1
3,TSHE,1.5,3.7,0,1,,,,,,,1
3,TSHE,1.3,3.3,80,,,,,,,,
3,TSHE,1.1,2.9,0,1,,,,,,,1
3,TSHE,1.1,2.9,0,1,,,,,,,1
3,TSHE,1.1,2.7,0,1,,,,,,,1
3,TSHE,1.0,2.6,0,2,2.1336,7,,,,1,1
3,TSHE,0.9,2.4,0,1,,,,,,,1
3,TSHE,0.9,2.4,0,1,,,,,,,1
3,TSHE,0.9,2.2,0,1,,,,,,,1
3,TSHE,0.7,1.8,0,1,,,,,,,1
3,TSHE,0.7,1.7,0,1,,,,,,,1
3,TSHE,0.6,1.6,0,1,,,,,,,1
3,TSHE,0.6,1.5,0,missing,,,,,,,1
3,TSHE,0.6,1.5,0,1,,,,,,,1
3,TSHE,0.5,1.2,0,1,,,,,,,1
3,TSHE,0.4,1.1,0,missing,,,,,,,1
3,TSHE,0.4,1.1,0,1,,,,,,,1
3,TSHE,0.4,0.9,0,1,,,,,,,1
3,TSHE,0.2,0.6,0,1,,,,,,,1
4,TSHE,20.5,52.0,0,2,,,,,,,1
4,CANO,18.4,46.7,80,,,,,,,,
4,TSHE,17.5,44.4,100,,,,,,,,
4,TSHE,17.0,43.1,80,,,,,,,,
4,TSHE,16.7,42.3,0,1,,,,,,,1
4,CANO,13.4,34.0,90,,,,,,,,
4,TSHE,13.3,33.8,80,,,,,,,,
4,PISI,13.1,33.4,85,,,,,,,,
4,CANO,12.6,32.0,95,,,,,,,,
4,TSHE,11.9,30.1,0,1,,,,,,,1
4,TSHE,11.8,29.9,40,,,,,,,,
4,PISI,11.1,28.2,90,,,,,,,,
4,CANO,10.7,27.1,80,,,,,,,,
4,TSHE,10.6,27.0,0,1,,,,,,,1
4,CANO,10.6,26.9,90,,,,,,,,
4,PISI,10.1,25.7,95,,,,,,,,
4,TSHE,9.5,24.2,90,,,,,,,,
4,TSHE,9.3,23.6,0,2,,,,,,,1
4,TSHE,8.6,21.9,70,,,,,,,,
4,TSHE,7.7,19.5,80,,,,,,,,
4,TSHE,7.6,19.3,0,3,,,,,,,1
4,TSHE,7.0,17.8,50,,,,,,,,
4,TSHE,6.7,16.9,0,1,,,,,,,1
4,TSHE,5.7,14.4,15,,,,,,,,
4,TSHE,5.6,14.2,85,,,,,,,,
4,TSHE,5.5,13.9,0,3,,,,,,,1
4,TSHE,5.4,13.8,20,,,,,,,,
4,TSHE,5.0,12.8,75,,,,,,,,
4,PISI,5.0,12.7,80,,,,,,,,
4,TSHE,5.0,12.6,0,4,,,,,,,1
4,TSHE,4.7,11.9,0,3,,,,,,,1
4,TSHE,4.7,11.9,60,,,,,,,,
4,TSHE,4.7,11.9,85,,,,,,,,
4,TSHE,4.6,11.7,30,,,,,,,,
4,TSHE,4.6,11.6,0,2,,,,,,,1
4,TSHE,4.4,11.1,0,2,,,,,,,1
4,TSHE,4.3,11.0,0,1,,,,,,,1
4,TSHE,4.3,11.0,85,,,,,,,,
4,TSHE,4.0,10.2,75,,,,,,,,
4,TSHE,4.0,10.1,0,4,,,,,,,1
4,TSHE,3.9,10.0,0,5,3.048,10,,,,1,1
4,TSHE,3.7,9.3,0,2,,,,,,,1
4,TSHE,3.6,9.1,20,,,,,,,,
4,CANO,3.3,8.5,70,,,,,,,,
4,TSHE,3.0,7.6,80,,,,,,,,
4,TSHE,3.0,7.5,0,3,,,,,,,1
4,TSHE,2.8,7.0,0,1,,,,,,,1
4,TSHE,2.8,7.0,0,2,,,,,,,1
4,TSHE,2.6,6.6,0,4,,,,,,,1
4,TSHE,2.5,6.3,70,,,,,,,,
4,TSHE,2.4,6.2,0,2,,,,,,,1
4,CANO,2.3,5.8,0,3,,,,,,,1
4,TSHE,2.3,5.8,0,2,,,,,,,1
4,TSHE,2.2,5.7,0,3,,,,,,,1
4,TSHE,2.2,5.7,0,3,,,,,,,1
4,TSHE,1.8,4.6,0,3,2.7432,9,,,,1,1
4,TSHE,1.8,4.6,0,4,,,,,,,1
4,TSHE,1.7,4.4,0,4,1.8288,6,,,,1,1
4,TSHE,1.7,4.4,0,4,,,,,,,1
4,TSHE,1.6,4.1,0,2,,,,,,,1
4,TSHE,1.6,4.0,0,4,,,,,,,1
4,TSHE,1.5,3.9,0,4,,,,,,,1
4,TSHE,0.9,2.4,0,4,1.72717968,5.6666,,,,1,1
4,TSHE,0.9,2.3,0,2,,,,,,,1
5,TSHE,32.8,83.3,100,,,,,,,,
5,TSHE,27.1,68.9,0,2,,,-25,73,5,1,1
5,TSHE,25.8,65.5,80,,,,,,,,
5,TSHE,25.2,64.0,100,,,,,,,,
5,UNK,24.9,63.3,0,5,4.2672,14,,,,1,1
5,TSHE,24.6,62.4,100,,,,,,,,
5,TSHE,24.1,61.2,0,2,,,-22,67,5,1,1
5,TSHE,22.3,56.6,100,,,,,,,,
5,TSHE,20.6,52.3,0,5,4.87804878,16,,,,1,1
5,TSHE,18.8,47.7,0,2,,,-11,75,5,1,1
5,TSHE,17.0,43.1,100,,,,,,,,
5,TSHE,15.4,39.2,100,,,,,,,,
5,TSHE,15.2,38.5,0,missing,,,,,,,1
5,TSHE,14.8,37.7,100,,,,,,,,
5,TSHE,12.9,32.7,95,,,,,,,,
5,TSHE,12.2,30.9,100,,,,,,,,
5,TSHE,10.0,25.3,40,,,,,,,,
5,TSHE,5.2,13.3,100,,,,,,,,
5,TSHE,4.8,12.3,0,1,2.1336,7,,,,1,1
5,TSHE,4.4,11.1,50,,,,,,,,
5,TSHE,3.9,9.8,75,,,,,,,,
5,TSHE,3.7,9.5,0,1,1.8288,6,,,,1,1
5,TSHE,3.3,8.5,50,,,,,,,,
5,TSHE,3.1,7.9,40,,,,,,,,
5,TSHE,2.0,5.0,80,,,,,,,,
5,TSHE,0.9,2.4,40,,,,,,,,
5,TSHE,0.8,2.1,0,1,,,,,,,1
5,TSHE,0.7,1.8,80,,,,,,,,
5,TSHE,0.6,1.4,75,,,,,,,,
5,TSHE,0.5,1.2,0,1,,,,,,,1
5,TSHE,0.5,1.2,60,,,,,,,,
5,TSHE,0.4,1.0,85,,,,,,,,
5,TSHE,0.4,0.9,90,,,,,,,,
5,TSHE,0.2,0.6,40,,,,,,,,
5,TSHE,0.2,0.4,60,,,,,,,,
5,TSHE,0.1,0.3,60,,,,,,,,
5,TSHE,0.1,0.2,60,,,,,,,,
6,TSHE,44.2,112.3,80,,,,,,,,
6,PISI,28.2,71.6,90,,,,,,,,
6,TSHE,27.0,68.6,0,5,3.6576,12,,,,1,1
6,TSHE,24.2,61.5,0,3,,,-14,15,5,1,1
6,TSHE,23.9,60.7,100,,,,,,,,
6,TSHE,23.6,59.9,95,,,,,,,,
6,TSHE,21.0,53.3,80,,,,,,,,
6,TSHE,18.2,46.2,0,5,,,2,64,5,1,1
6,TSHE,16.3,41.4,90,,,,,,,,
6,TSHE,16.1,40.9,90,,,,,,,,
6,TSHE,12.9,32.8,75,,,,,,,,
6,PISI,11.2,28.4,85,,,,,,,,
6,TSHE,11.2,28.4,0,2,,,-9,61,5,1,1
6,TSHE,9.8,24.9,90,,,,,,,,
6,TSHE,9.5,24.1,90,,,,,,,,
6,TSHE,9.4,23.9,95,,,,,,,,
6,TSHE,9.0,22.9,85,,,,,,,,
6,TSHE,8.4,21.3,80,,,,,,,,
6,TSHE,8.3,21.1,0,2,3.249009448,10.66,,,,1,1
6,PISI,8.2,20.8,60,,,,,,,,
6,TSHE,8.1,20.6,20,,,,,,,,
6,TSHE,7.8,19.8,85,,,,,,,,
6,TSHE,6.4,16.3,0,1,,,,,,,1
6,TSHE,6.4,16.3,0,missing,,,,,,,1
6,TSHE,6.3,16.0,30,,,,,,,,
6,TSHE,6.3,16.0,75,,,,,,,,
6,TSHE,6.3,16.0,100,,,,,,,,
6,TSHE,6.2,15.7,0,1,,,,,,,1
6,TSHE,5.7,14.5,0,1,,,,,,,1
6,UNK,5.0,12.7,0,5,,,,,,,1
6,TSHE,4.9,12.4,90,,,,,,,,
6,TSHE,4.5,11.4,0,4,,,,,,,1
6,TSHE,4.0,10.2,0,1,,,-10,25,5,1,1
6,TSHE,3.7,9.4,15,,,,,,,,
6,TSHE,3.6,9.1,0,2,,,,,,,1
6,TSHE,3.6,9.1,0,2,,,,,,,1
6,TSHE,3.2,8.1,0,2,,,,,,,1
6,TSHE,2.9,7.4,0,3,,,,,,,1
6,TSHE,2.9,7.4,0,1,,,,,,,1
6,TSHE,2.7,6.9,0,2,,,,,,,1
6,TSHE,1.9,4.8,75,,,,,,,,
6,TSHE,1.2,3.0,75,,,,,,,,
6,TSHE,1.0,2.5,70,,,,,,,,
6,TSHE,0.5,1.3,0,1,,,,,,,1
7,TSHE,27.2,69.1,100,,,,,,,,
7,TSHE,19.7,50.0,0,1,,,,,,,1
7,TSHE,19.7,50.0,90,,,,,,,,
7,TSHE,18.3,46.5,80,,,,,,,,
7,TSHE,17.6,44.7,80,,,,,,,,
7,TSHE,17.0,43.2,0,1,,,-12,33,5,1,1
7,TSHE,16.5,41.9,0,1,,,-40,58,5,1,1
7,TSHE,14.9,37.8,0,5,,,,,,,1
7,TSHE,14.7,37.3,80,,,,,,,,
7,TSHE,13.8,35.1,70,,,,,,,,
7,PISI,13.6,34.5,0,1,,,,,,,1
7,TSHE,12.0,30.5,70,,,,,,,,
7,TSHE,11.7,29.7,80,,,,,,,,
7,UNK,11.5,29.2,0,5,,,-40,61,5,1,1
7,TSHE,9.9,25.1,80,,,,,,,,
7,TSHE,9.5,24.1,90,,,,,,,,
7,PISI,8.6,21.8,80,,,,,,,,
7,TSHE,8.4,21.3,80,,,,,,,,
7,TSHE,6.7,17.0,60,,,,,,,,
7,TSHE,6.3,16.0,80,,,,,,,,
7,TSHE,5.4,13.7,60,,,,,,,,
7,TSHE,4.8,12.2,10,,,,,,,,
7,TSHE,3.4,8.6,30,,,,,,,,
7,TSHE,2.9,7.4,0,1,,,,,,,1
7,TSHE,2.7,6.9,40,,,,,,,,
7,TSHE,2.5,6.4,0,1,,,,,,,1
7,TSHE,2.5,6.4,90,,,,,,,,
7,TSHE,2.3,5.8,0,1,,,,,,,1
7,TSHE,1.7,4.3,0,1,,,,,,,1
8,TSHE,64.1,162.8,0,5,,,-10,35,5,1,1
8,PISI,64.0,162.6,100,,,,,,,,
8,PISI,56.3,143.0,100,,,,,,,,
8,TSHE,33.7,85.6,0,1,,,-19,66,5,1,1
8,TSHE,33.1,84.1,100,,,,,,,,
8,TSHE,20.5,52.1,80,,,,,,,,
8,TSHE,17.4,44.2,90,,,,,,,,
8,TSHE,15.5,39.4,85,,,,,,,,
8,TSHE,13.5,34.3,85,,,,,,,,
8,TSHE,12.9,32.8,80,,,,,,,,
8,TSHE,12.0,30.5,95,,,,,,,,
8,TSHE,9.0,22.9,0,1,,,-9,21,5,1,1
8,TSHE,6.7,17.0,70,,,,,,,,
8,TSHE,5.6,14.2,90,,,,,,,,
8,TSHE,5.5,14.0,0,1,,,-12,22,5,1,1
8,TSHE,5.3,13.5,90,,,,,,,,
8,TSHE,3.1,7.9,0,1,,,,,,,1
9,TSHE,37.7,95.8,0,5,2.4384,8,,,,1,1
9,TSHE,37.5,95.3,100,,,,,,,,
9,PISI,26.5,67.3,0,5,2.7432,9,,,,1,1
9,TSHE,25.6,65.0,95,,,,,,,,
9,TSHE,25.5,64.8,0,5,,,-11,70,5,1,1
9,TSHE,22.0,55.9,0,5,,,-24,58,5,1,1
9,TSHE,14.4,36.6,0,5,,,-28,12,5,1,1
9,TSHE,13.8,35.1,100,,,,,,,,
9,TSHE,13.4,34.0,80,,,,,,,,
9,TSHE,10.4,26.4,0,2,,,,,,,1
9,TSHE,10.2,25.9,100,,,,,,,,
9,TSHE,8.0,20.3,90,,,,,,,,
9,TSHE,7.0,17.8,90,,,,,,,,
9,TSHE,6.7,17.0,75,,,,,,,,
9,TSHE,4.6,11.7,50,,,,,,,,
9,TSHE,4.6,11.7,95,,,,,,,,
9,TSHE,4.5,11.4,90,,,,,,,,
9,TSHE,4.2,10.7,95,,,,,,,,
9,TSHE,4.1,10.4,95,,,,,,,,
9,TSHE,3.7,9.4,80,,,,,,,,
9,TSHE,3.6,9.1,0,2,2.4384,8,,,,1,1
9,PISI,2.1,5.3,100,,,,,,,,
9,TSHE,1.0,2.5,100,,,,,,,,
10,TSHE,31.6,80.3,0,4,,,-2,52,5,1,1
10,PISI,20.6,52.3,100,,,,,,,,
10,TSHE,19.6,49.8,0,5,,,-4,50,5,1,1
10,TSHE,17.0,43.2,0,1,,,-12,18,5,1,1
10,TSHE,15.7,39.9,0,1,,,,,,,1
10,TSHE,15.5,39.4,0,5,2.7432,9,,,,1,1
10,TSHE,14.5,36.8,90,,,,,,,,
10,TSHE,12.5,31.8,0,1,,,-13,33,5,1,1
10,TSHE,11.4,29.0,0,5,,,-4,17,5,1,1
10,TSHE,11.2,28.4,95,,,,,,,,
10,TSHE,11.1,28.2,0,1,,,,,,,1
10,TSHE,10.9,27.7,85,,,,,,,,
10,TSHE,10.0,25.4,85,,,,,,,,
10,PISI,9.8,24.9,80,,,,,,,,
10,TSHE,9.6,24.4,70,,,,,,,,
10,PISI,9.1,23.1,85,,,,,,,,
10,PISI,8.5,21.6,95,,,,,,,,
10,TSHE,7.9,20.1,40,,,,,,,,
10,TSHE,6.9,17.5,80,,,,,,,,
10,TSHE,6.8,17.3,95,,,,,,,,
10,TSHE,6.5,16.5,85,,,,,,,,
10,TSHE,5.5,14.0,0,5,,,,,,,1
10,TSHE,4.3,10.9,60,,,,,,,,
10,TSHE,3.4,8.6,75,,,,,,,,
10,TSHE,2.7,6.9,90,,,,,,,,
10,TSHE,2.6,6.6,85,,,,,,,,
11,TSHE,26.0,66.0,0,1,,,-7,85,5,1,1
11,TSHE,22.8,57.9,0,1,,,-11,22,5,1,1
11,TSHE,22.5,57.2,100,,,,,,,,
